AMZN,ALL,CBOE,COP,CVX,GS,IBKR,JPM,LLY,MET,PGR,SFM,TAC,XOM
5.68,292.38,35.17,59.05,40.77,399.03,13.38,153.08,-246.50,223.53,69.32,37.88,96.54,48.91
-28.17,277.29,89.88,85.35,34.07,242.25,22.72,159.16,-59.99,169.42,68.29,49.62,161.59,49.99
-30.08,263.69,88.40,74.66,35.82,207.88,19.35,218.57,48.74,177.72,66.07,67.31,93.17,47.23
27.99,235.50,8.78,40.00,59.16,326.78,9.04,152.08,-77.39,334.94,68.91,54.22,77.75,44.02
-40.24,222.16,67.58,89.16,56.01,310.64,10.36,170.77,-47.66,227.84,61.68,18.40,82.42,67.98
-14.44,201.76,-9.53,45.10,65.63,414.07,11.80,144.62,-58.02,169.95,73.51,50.58,53.93,35.07
6.13,194.33,139.79,119.33,71.91,354.55,24.27,191.46,396.27,151.12,58.84,91.27,-2.13,50.83
-2.63,222.06,38.74,66.40,57.55,559.56,20.83,120.04,-192.06,297.22,59.27,54.69,43.42,62.27
30.20,424.45,20.34,51.61,87.44,262.39,17.88,139.46,-156.35,198.85,58.50,79.05,97.99,37.60
-7.15,243.01,-13.82,68.87,41.01,326.60,16.70,106.73,-262.35,283.64,62.47,60.79,60.58,46.17
-5.23,186.83,43.53,64.55,69.46,296.75,9.45,161.68,20.27,162.67,74.84,31.07,73.28,32.46
-3.90,127.41,72.62,88.28,28.51,333.80,18.92,118.85,69.05,280.99,61.38,59.60,5.07,34.65
30.74,144.10,80.29,61.26,105.19,409.26,21.37,195.32,41.39,201.94,59.68,101.95,108.73,54.19
-9.68,148.67,41.96,29.97,94.63,345.78,27.27,105.91,12.47,275.90,61.61,58.05,32.42,31.37
32.16,193.26,28.29,87.87,62.93,305.18,13.23,137.44,-227.00,182.52,57.50,54.38,70.61,36.33
37.91,152.44,88.03,67.32,43.46,353.49,15.14,124.64,-401.62,202.17,62.96,54.40,97.73,71.49
-44.69,307.28,34.01,48.15,75.02,294.68,19.77,198.27,-11.60,234.33,64.13,67.42,22.81,54.12
-26.85,142.88,53.74,58.89,33.85,327.47,9.80,255.04,-62.11,191.37,63.94,113.32,32.23,105.02
43.19,127.44,97.48,56.77,60.74,204.94,6.93,163.31,-48.95,257.82,43.66,60.70,123.83,31.35
-38.86,149.07,51.48,102.35,43.67,360.98,16.23,254.61,-60.63,244.31,63.65,41.78,55.82,35.50
45.03,115.70,46.28,87.76,28.91,403.07,9.23,121.72,-312.17,254.30,61.86,42.67,82.09,46.03
0.12,1360.11,213.41,67.28,37.86,272.23,29.08,167.39,76.34,217.22,51.44,38.19,119.15,34.41
-36.46,240.22,93.01,66.76,64.46,479.35,14.12,87.07,18.58,256.63,62.12,21.61,10.88,36.20
43.36,207.27,4.67,53.89,67.88,316.51,18.49,172.77,-186.45,310.97,65.19,38.46,65.08,43.26
8.53,154.30,46.38,53.48,66.97,138.59,8.63,172.95,-187.84,240.64,55.72,24.34,72.12,24.53
-25.11,142.69,38.86,32.84,56.73,451.58,11.51,196.07,-125.63,144.05,59.51,56.41,132.96,38.38
43.27,181.72,51.33,43.64,32.31,412.00,5.75,183.38,-220.29,199.55,64.12,25.56,134.84,26.79
-30.66,138.68,-1.90,59.21,53.37,450.09,10.14,117.82,-235.45,289.35,57.18,64.12,95.55,72.21
72.86,151.75,75.05,39.96,62.89,381.74,15.18,148.00,57.85,159.01,63.63,45.10,21.78,56.44
12.08,82.44,21.98,44.94,50.00,356.78,14.91,147.42,200.44,184.81,61.75,60.08,86.77,36.00
-15.25,225.41,51.23,58.49,43.81,306.36,17.35,186.24,-265.33,212.14,59.16,58.79,97.34,38.85
-49.33,142.59,57.36,60.83,25.35,317.51,13.40,121.81,-54.07,337.16,57.77,136.01,120.10,64.80
49.46,318.77,27.36,65.80,53.33,299.50,11.18,120.28,-99.43,135.84,67.29,33.92,61.16,52.17
-32.24,243.60,68.74,103.12,61.67,382.72,13.15,126.56,-488.95,210.46,67.04,60.43,127.45,20.30
7.33,253.24,53.73,48.88,35.25,466.29,8.41,200.86,261.07,114.79,65.04,51.67,114.99,73.95
-37.03,186.01,63.57,66.29,52.58,208.46,16.40,166.64,-16.44,172.18,44.79,44.30,-39.51,51.36
46.15,259.80,58.89,71.48,39.63,324.49,12.71,155.24,-90.74,174.81,58.48,32.65,96.10,85.48
98.18,255.14,35.41,79.17,21.74,290.53,5.40,130.67,-90.47,315.75,61.06,12.65,71.76,28.47
-56.20,220.99,102.36,72.65,34.12,264.88,10.73,191.42,249.03,230.05,60.35,40.90,108.28,104.54
-38.34,148.20,59.05,118.68,61.18,415.77,10.08,130.84,30.21,135.05,54.91,79.46,76.89,50.66
-56.52,221.23,72.46,51.59,23.42,289.49,6.15,151.41,131.82,105.78,100.43,53.57,83.96,44.97
-25.33,295.35,-56.26,60.96,38.18,277.32,14.94,166.64,48.12,255.49,64.27,78.18,58.64,60.41
-88.86,125.51,146.42,49.45,63.15,178.26,10.16,155.84,128.38,166.74,43.66,37.19,81.33,74.71
-40.06,198.52,73.61,87.77,28.32,184.36,22.00,165.30,51.68,125.04,69.17,24.62,46.40,62.62
-8.62,316.92,15.45,44.42,77.00,191.89,10.16,158.14,42.71,301.74,77.16,39.04,110.00,67.52
31.75,131.90,69.78,65.68,68.19,336.59,14.11,244.09,-196.94,191.79,65.30,44.29,106.50,26.60
28.82,207.06,44.10,73.33,32.99,321.48,18.14,168.72,52.91,215.17,62.32,41.58,14.09,40.18
-30.87,134.61,5.45,46.45,50.34,124.50,15.53,143.49,-114.32,151.53,76.41,41.66,51.16,50.92
1.38,130.20,79.51,167.13,30.91,400.44,7.71,183.25,-103.88,269.00,59.10,42.69,137.03,76.27
-29.33,235.43,16.84,72.78,85.89,200.52,7.15,150.27,-75.53,195.86,78.27,23.66,106.42,44.59
-75.88,125.59,79.02,33.89,72.12,285.77,17.56,227.35,181.93,342.10,65.13,41.44,26.33,30.83
29.38,174.78,47.92,104.57,58.48,277.00,8.82,116.47,-169.43,198.01,48.22,32.20,144.80,51.96
7.76,82.44,120.30,64.77,61.95,288.02,12.47,207.58,-44.98,279.43,58.66,54.44,51.27,22.87
-9.94,479.50,58.93,36.06,94.19,405.30,12.80,103.68,-251.00,158.84,63.79,53.80,98.33,68.75
59.14,319.09,38.64,110.59,62.16,404.06,9.73,130.29,-623.20,389.53,80.94,42.57,184.70,56.71
39.86,635.46,-7.13,112.73,18.58,291.63,8.33,123.92,87.23,104.95,62.58,26.80,120.78,64.96
-7.80,183.57,0.48,67.41,39.94,279.86,9.01,178.72,-55.96,193.40,64.37,40.09,207.51,46.70
-49.72,158.94,4.45,83.36,83.05,362.14,11.69,118.02,-193.74,209.10,75.08,6.21,112.75,45.27
69.22,283.59,22.74,63.96,58.77,281.11,14.79,181.24,23.47,583.29,65.21,76.67,99.57,35.73
-80.65,128.92,68.97,55.28,74.26,384.19,6.66,329.52,527.56,176.99,53.85,57.18,62.02,54.55
21.84,268.46,66.29,38.54,69.34,397.08,13.12,140.55,136.81,210.04,82.37,179.43,6.03,69.08
7.87,163.97,128.59,66.73,123.60,164.14,18.29,162.67,-206.03,288.43,73.29,60.03,158.71,18.65
-2.54,249.64,77.10,60.28,61.98,208.00,10.75,127.67,-135.85,182.93,63.04,60.54,87.48,53.90
-10.46,248.18,58.48,65.10,101.91,212.52,11.81,140.55,102.11,230.62,61.04,61.67,126.58,69.92
-56.94,267.65,81.16,65.48,67.28,288.84,15.11,142.62,-323.03,307.48,61.32,53.53,125.34,58.06
-13.50,139.21,30.14,32.79,74.83,277.90,5.37,150.55,16.50,229.73,63.19,52.01,21.94,51.22
38.74,202.21,22.46,90.94,46.66,213.57,11.15,203.59,40.76,225.10,58.06,27.37,23.13,106.20
-5.06,161.10,10.94,71.16,59.96,272.19,12.39,171.85,-608.86,215.37,69.29,39.75,69.05,25.15
-51.47,183.58,48.08,19.46,16.51,295.83,11.90,143.95,54.38,538.26,63.45,25.11,140.25,51.29
-10.64,153.89,-4.31,49.89,83.04,306.24,17.69,149.50,-15.09,127.39,43.66,59.75,33.64,59.66
1.81,175.19,37.27,99.10,41.31,404.62,13.04,110.09,-11.26,262.48,46.18,22.34,23.95,31.94
-1.02,196.76,61.59,47.38,54.47,942.79,10.36,134.86,76.67,259.30,60.07,45.21,112.63,42.55
6.86,160.79,65.42,60.53,108.38,265.76,17.41,164.96,33.09,112.13,74.05,43.04,64.00,32.53
-5.80,118.66,19.10,105.61,66.00,353.06,13.34,127.79,47.24,347.50,60.89,48.94,63.30,46.71
3.66,148.98,111.42,52.85,93.11,269.70,13.53,243.69,192.00,224.63,76.20,49.42,50.48,30.93
23.69,405.83,9.65,44.27,42.58,155.42,29.49,170.00,149.93,369.94,70.97,25.01,84.50,42.74
56.68,194.43,31.57,119.96,37.46,194.03,11.19,172.18,-497.85,232.97,73.14,66.75,122.64,46.19
34.70,162.11,21.07,123.69,59.38,255.45,12.41,148.63,-394.20,133.94,66.31,46.80,148.10,51.54
5.94,126.73,98.30,86.64,77.76,263.62,4.42,132.52,374.83,261.95,72.76,57.41,-14.60,48.20
-50.38,163.02,44.43,50.11,54.50,308.24,13.61,144.68,-115.74,161.34,68.53,64.91,109.90,68.85
-16.68,82.44,123.97,30.68,37.04,394.90,15.07,160.55,-313.27,179.84,71.99,23.18,63.50,40.05
-23.50,253.21,-57.83,86.11,87.88,300.14,11.38,132.63,-85.81,196.09,97.33,52.54,142.65,49.85
-19.84,158.46,47.76,70.24,60.66,127.35,16.97,150.89,255.98,114.89,43.66,69.78,115.55,36.57
-5.94,82.44,64.17,28.30,58.50,193.20,8.09,173.69,168.73,327.58,59.95,41.64,96.47,62.37
8.27,218.65,141.37,77.30,87.35,267.16,13.27,160.83,152.77,212.12,55.34,52.08,62.89,48.17
31.22,315.44,69.27,54.69,90.30,277.07,21.96,130.33,200.24,147.34,70.34,48.79,93.90,28.77
-12.93,197.46,40.51,75.95,43.63,379.53,21.62,149.55,288.83,144.74,74.04,95.58,-27.43,50.80
28.55,120.41,-3.85,68.16,36.75,294.58,9.35,145.66,55.66,124.32,112.11,42.78,35.27,46.77
48.08,261.34,59.97,76.55,69.32,302.95,5.12,130.98,-77.65,236.76,71.88,44.75,9.86,74.78
32.94,324.15,75.14,51.91,33.70,395.16,4.14,201.16,-305.15,266.49,54.78,25.14,98.11,28.03
8.08,257.59,68.40,57.82,98.85,211.36,6.03,152.72,-55.72,252.26,83.47,72.69,81.90,28.38
17.99,144.01,74.94,67.77,31.06,359.40,22.33,188.67,94.99,143.40,43.66,83.51,115.89,30.14
63.93,384.35,56.12,80.96,35.35,244.00,12.65,109.95,-152.68,296.02,83.14,58.94,60.75,30.99
21.21,322.75,-2.11,67.09,50.12,592.06,12.07,176.21,29.09,148.69,68.04,77.13,46.97,62.30
38.02,125.43,178.87,61.70,68.77,373.06,6.98,202.57,170.36,177.75,59.29,15.56,80.31,41.40
15.00,167.17,11.37,43.46,22.91,189.31,11.94,185.27,72.05,140.39,62.21,33.70,94.22,31.57
15.11,151.31,49.88,93.23,47.61,316.61,7.24,182.03,-75.42,216.18,55.15,75.84,94.74,58.90
19.16,82.44,11.38,67.02,54.72,345.70,6.70,123.95,7.04,199.83,59.77,58.65,89.05,52.14
28.93,159.38,-0.09,62.38,53.70,467.34,8.33,130.35,-142.97,321.53,43.66,14.48,40.11,39.37
-63.66,110.70,4.89,35.73,73.39,221.93,11.42,137.59,462.70,236.66,64.07,71.11,60.16,53.46
-42.69,156.05,7.75,68.87,76.99,358.96,11.72,139.09,41.50,185.01,59.11,132.81,-23.76,32.67
-18.08,188.04,15.76,62.30,69.72,363.47,6.96,132.15,261.37,167.37,69.41,67.25,73.07,33.14
-33.91,176.97,86.62,46.31,64.05,285.29,20.91,252.60,-242.07,125.23,66.66,103.76,21.55,61.21
28.06,126.57,68.72,93.08,49.80,238.89,12.26,130.64,31.02,192.58,43.66,37.65,63.63,20.09
-17.44,206.73,27.60,42.40,56.72,187.57,18.95,140.01,-317.78,155.41,53.20,86.63,1.14,85.14
-10.51,126.65,8.84,41.60,49.88,176.54,16.36,173.67,171.20,234.27,43.66,77.42,75.25,27.51
-73.47,216.00,123.70,72.41,61.97,336.32,9.72,178.25,-124.73,154.22,78.54,52.16,60.99,44.27
-33.96,324.67,19.62,35.10,57.04,400.23,6.12,121.08,-29.84,142.87,70.05,38.40,44.84,14.12
-28.65,82.44,60.14,85.06,53.31,467.67,16.10,186.89,-616.41,177.14,59.07,38.74,117.15,47.05
15.97,223.84,72.59,89.49,83.71,197.87,5.23,146.21,-32.81,192.93,62.53,48.59,14.77,58.99
52.12,279.57,-6.83,69.21,54.30,358.13,8.64,166.37,-95.10,216.23,70.01,38.45,97.30,114.82
-24.57,200.98,54.02,56.93,93.67,363.57,9.43,158.02,-150.07,220.43,64.57,52.29,46.88,55.91
13.72,82.44,122.58,49.24,90.83,310.93,16.15,357.67,-299.72,310.59,62.81,34.88,66.55,22.73
-19.79,217.98,39.87,43.46,64.68,316.23,11.86,150.00,40.80,178.76,67.18,36.08,118.70,44.41
-0.25,123.54,5.24,30.98,101.36,265.04,18.49,145.71,-494.10,185.17,59.88,46.27,83.68,28.74
47.82,82.44,62.01,101.60,92.61,229.22,14.48,177.05,-336.70,267.36,77.17,75.37,133.69,36.71
-76.63,196.54,-0.07,103.99,39.44,371.36,14.49,138.80,-376.36,181.95,54.21,52.05,166.49,39.86
-15.55,184.55,18.56,88.90,59.34,267.24,18.74,154.60,10.55,158.18,61.71,49.61,106.52,39.02
14.23,82.44,71.69,87.89,46.24,290.57,12.40,133.42,-16.96,255.15,74.11,60.82,-2.54,41.33
27.17,344.14,39.40,75.87,63.39,313.17,19.57,130.31,-52.10,212.54,65.20,19.06,134.92,39.74
1.96,295.53,23.19,67.35,37.16,277.53,15.34,91.53,4.07,231.02,54.66,87.06,75.51,79.43
-25.72,237.79,47.08,67.64,41.50,239.14,9.78,149.92,340.41,538.11,70.00,53.28,38.97,28.61
-15.05,343.55,-3.31,82.43,40.79,268.72,9.46,155.98,-10.38,260.19,61.16,43.07,-22.44,49.71
14.68,317.61,31.25,45.47,46.16,285.80,24.97,143.76,-34.39,217.52,62.76,44.86,149.03,62.35
3.86,173.25,34.07,42.92,53.36,463.12,14.29,127.38,317.75,168.32,79.27,42.93,92.57,49.21
45.90,124.57,65.87,68.24,46.93,308.82,9.84,155.51,-367.26,188.82,59.74,80.30,166.45,46.35
-14.76,149.41,7.40,87.23,45.64,277.37,16.82,100.81,-169.28,239.02,64.68,64.49,20.58,61.68
-0.99,119.69,7.09,29.80,48.76,258.71,9.52,136.42,-160.15,283.01,68.45,73.48,17.25,29.93
2.00,121.35,28.48,97.47,83.69,294.90,9.23,125.81,-104.13,174.51,60.42,76.45,54.68,41.01
-21.53,188.31,81.29,74.73,59.18,266.70,17.50,184.31,139.64,266.44,57.69,66.42,-59.28,60.51
15.92,82.44,13.08,49.40,94.57,224.34,18.65,123.56,70.66,173.23,68.84,55.49,13.64,46.19
-3.21,137.11,39.12,80.25,51.99,394.63,15.23,154.85,37.93,202.81,73.08,43.43,33.05,24.32
6.19,524.10,52.34,49.47,76.93,255.91,10.06,187.04,-121.51,143.13,62.42,23.15,64.34,46.74
-25.45,156.72,63.07,54.02,122.25,262.12,17.36,109.37,-120.91,212.57,57.94,18.59,135.39,52.28
-77.87,169.59,44.82,36.60,72.34,272.58,10.16,132.88,56.77,154.06,65.51,111.90,53.81,72.55
-30.10,241.18,69.04,85.78,83.96,203.94,12.50,136.95,-165.36,156.44,64.55,137.88,-8.20,62.20
-6.49,190.80,-33.44,40.38,51.89,243.92,11.08,149.97,37.50,221.24,96.59,41.60,64.91,65.37
44.32,223.74,68.03,34.28,79.78,427.90,9.42,189.35,-37.45,204.95,60.86,89.87,78.82,55.01
-8.04,141.98,5.73,24.19,47.87,589.15,15.55,185.90,-380.28,208.88,64.27,115.02,7.97,52.10
-27.49,148.79,99.83,59.39,51.06,361.48,14.90,156.09,-114.24,188.28,79.44,37.91,38.37,58.63
-15.71,371.37,42.25,57.58,51.26,413.35,9.50,147.69,199.14,145.80,62.48,39.63,79.80,37.33
-1.90,82.44,11.32,42.04,43.54,202.18,8.93,165.65,-200.43,244.67,60.75,61.56,39.25,59.36
-45.12,165.33,30.32,66.14,76.38,346.07,12.13,151.79,-173.60,818.03,61.29,66.28,7.42,57.72
44.08,82.44,99.23,53.65,81.63,340.33,13.96,139.03,172.03,210.44,63.01,42.86,177.16,52.07
-13.89,151.51,0.57,27.65,71.79,709.83,15.92,161.44,92.99,195.43,68.47,79.22,57.99,47.27
59.54,168.19,6.04,83.44,47.40,278.24,16.71,112.68,174.36,284.65,67.26,26.39,45.53,63.95
10.89,339.60,55.16,42.99,45.23,461.27,12.66,135.66,-27.36,329.95,66.48,38.89,-10.68,34.86
60.89,284.12,-23.99,89.85,75.82,243.62,5.78,186.97,-61.96,148.34,69.95,50.75,63.94,50.17
8.84,175.46,50.13,59.79,56.93,310.43,10.17,113.88,240.52,169.14,70.28,56.17,29.58,42.76
1.72,120.35,77.66,42.12,47.83,244.85,18.24,196.73,145.73,243.40,61.64,65.65,78.98,57.54
-12.56,245.56,103.53,36.08,57.91,585.27,15.79,152.87,-270.96,211.40,86.09,58.86,95.00,43.78
20.89,188.02,10.87,59.85,41.64,337.80,11.99,157.56,440.86,197.28,61.27,51.39,73.52,54.52
16.16,164.42,139.22,92.27,86.54,375.27,16.50,178.00,28.49,385.09,66.57,54.98,31.79,30.69
-3.82,177.24,88.76,69.84,69.94,349.46,14.55,171.61,-4.07,237.16,61.17,46.12,30.04,41.34
33.06,335.58,133.50,72.73,76.84,499.78,7.23,223.03,-409.66,162.68,88.58,68.42,45.54,37.35
-15.52,206.53,-2.53,93.28,70.68,399.79,9.43,115.36,210.07,150.78,61.59,41.13,58.59,68.60
81.74,141.47,55.19,116.63,87.46,299.22,12.19,151.75,-89.29,163.25,57.18,49.96,173.63,53.10
-52.74,146.33,10.11,98.77,29.34,291.96,12.12,123.10,-274.81,148.93,63.10,65.61,86.11,20.64
-59.10,426.92,113.13,60.25,64.13,323.18,8.77,163.95,136.47,127.68,56.22,45.46,136.95,28.72
-25.66,205.96,113.63,73.70,66.45,250.65,14.02,220.13,4.97,277.21,94.29,58.26,37.49,39.89
-31.70,218.18,79.94,110.42,59.77,490.29,14.30,176.09,-28.07,154.80,71.41,65.82,129.75,65.58
4.05,175.58,61.31,43.00,38.06,353.27,24.38,183.12,-76.66,120.14,75.09,25.28,47.13,34.42
-13.88,129.09,28.47,113.89,22.12,427.66,10.11,186.69,282.19,207.93,56.49,79.16,38.82,57.75
-66.48,122.39,64.52,90.13,62.20,457.28,6.29,114.37,556.21,178.39,43.66,36.09,44.11,42.72
-6.67,150.39,71.94,59.59,56.53,472.06,13.11,141.70,-245.10,192.80,43.66,37.59,117.24,36.21
-94.38,280.32,129.44,57.01,54.01,245.67,14.10,163.89,-66.47,154.56,64.36,53.62,28.36,28.39
1.84,169.61,75.41,40.37,67.86,614.91,6.92,265.12,141.12,211.49,62.20,36.39,9.79,42.35
49.59,129.56,85.62,31.27,84.43,201.71,17.04,218.03,212.04,255.00,70.27,67.46,-4.80,73.61
-65.67,275.01,59.55,54.65,38.45,353.30,8.35,132.22,291.08,228.41,99.68,35.32,105.33,39.33
53.36,364.03,20.34,64.49,60.93,376.11,17.72,167.03,-104.50,263.20,68.27,23.74,55.31,69.86
-0.73,160.97,-0.15,43.57,33.83,552.23,11.81,144.81,75.23,213.35,69.64,78.03,42.56,58.38
-50.65,292.77,17.10,57.07,34.14,282.91,10.12,153.98,-162.74,157.90,65.24,27.72,179.72,32.93
-26.46,117.62,71.51,55.59,97.71,367.99,13.46,97.16,-70.93,198.12,64.49,34.30,-2.11,70.78
42.38,82.44,38.61,63.21,89.48,267.80,27.44,97.42,-115.52,146.20,55.45,57.75,99.48,22.61
8.02,147.59,-12.48,61.24,56.63,343.79,51.16,147.00,165.07,137.17,69.63,46.03,48.43,65.03
-51.85,140.93,9.09,80.98,87.42,179.57,30.19,143.62,119.79,217.57,72.62,58.36,30.79,32.08
-56.61,217.67,48.66,81.22,46.96,305.25,8.33,169.98,227.25,284.13,79.91,44.84,93.05,44.86
-14.85,323.34,2.66,33.56,108.73,426.90,12.61,188.16,-443.97,226.30,64.13,75.60,54.26,47.21
-5.92,125.35,3.61,59.96,26.75,333.43,11.56,111.18,-30.96,227.87,58.78,48.73,82.74,38.65
47.35,264.33,58.15,81.05,51.22,214.22,12.93,146.51,62.21,223.06,64.20,41.29,68.10,44.01
30.80,192.10,23.40,66.80,32.15,517.17,13.21,223.24,-312.01,137.97,67.41,30.40,-14.15,58.83
-66.03,299.37,50.22,69.86,41.28,516.91,9.59,112.83,280.49,206.81,43.66,22.79,112.87,81.77
-63.95,259.01,-24.81,64.69,64.63,309.57,20.54,119.55,-314.22,202.48,64.29,87.94,67.17,29.95
13.01,148.75,1.88,71.59,77.73,253.17,4.30,169.99,-35.93,141.14,70.50,50.87,51.18,18.29
10.45,291.49,53.56,21.04,61.76,202.28,10.89,194.41,-140.09,320.65,58.70,42.83,61.46,38.30
-25.22,123.54,88.94,43.23,30.76,224.43,9.67,190.18,-43.87,418.83,60.96,103.92,111.19,42.25
-17.87,149.36,64.29,96.63,19.43,295.90,14.27,223.40,196.95,245.65,55.41,52.51,111.71,54.24
24.41,118.07,87.86,62.23,52.23,166.83,18.73,132.82,3.44,278.84,64.00,51.18,71.42,67.95
7.38,239.18,-50.43,58.58,38.35,221.43,9.96,136.60,-353.93,170.38,59.02,65.94,140.62,38.07
-19.45,223.90,5.53,43.81,46.74,255.34,8.84,148.54,153.13,225.92,63.02,19.31,95.42,22.93
44.01,132.61,185.48,63.04,62.74,426.24,10.16,198.60,-11.05,130.29,43.66,52.13,81.73,32.92
-11.97,194.00,59.43,71.00,69.25,390.52,24.57,163.36,159.81,142.25,102.26,44.92,101.58,39.74
13.74,143.70,103.49,54.58,101.98,303.27,12.47,132.84,111.71,217.31,57.99,58.21,41.25,49.45
14.35,278.35,85.48,85.00,76.08,155.75,24.70,142.18,154.40,194.36,59.49,44.07,96.18,72.66
-35.60,339.51,30.48,32.47,49.03,393.12,21.63,192.12,-237.67,165.67,56.45,40.48,62.34,85.48
29.10,174.19,47.11,95.85,55.20,294.45,28.06,187.51,107.01,189.95,60.92,70.19,-9.61,33.71
-2.40,235.35,85.80,49.35,27.43,309.64,11.07,216.74,-147.81,306.24,67.71,36.44,11.70,82.14
13.44,146.98,98.58,73.62,51.34,382.73,13.90,152.83,-30.29,334.95,82.68,47.44,74.59,37.08
1.43,301.67,-12.71,52.12,32.14,520.36,5.51,182.82,108.18,265.15,74.91,55.90,128.27,34.92
-3.05,253.94,118.71,81.38,56.40,215.97,4.17,158.43,-30.72,173.94,58.77,43.66,56.00,22.59
11.40,273.53,63.66,85.50,35.98,308.34,19.28,117.25,-349.52,230.48,73.99,49.85,23.61,64.92
6.34,114.86,100.65,98.89,37.30,422.98,11.12,174.86,-3.83,130.17,55.44,38.08,80.41,62.80
5.54,265.15,-1.34,47.03,133.55,357.11,6.52,184.15,2.73,250.12,58.21,51.02,70.51,74.85
20.64,160.02,30.78,60.77,43.28,202.50,11.03,104.05,105.09,146.84,61.47,57.97,77.55,48.61
4.31,208.02,66.75,41.22,47.94,289.02,12.93,120.67,144.86,175.82,59.71,41.71,136.37,37.77
-12.61,210.79,3.50,63.07,44.02,249.85,11.92,220.24,-378.91,176.37,74.03,59.55,111.37,31.21
6.21,124.66,60.83,46.64,40.81,368.10,15.64,130.77,121.29,311.57,57.33,91.69,44.27,25.06
14.68,168.41,45.77,77.58,53.53,248.89,8.89,199.14,-56.21,181.25,62.20,19.04,44.57,34.12
-44.92,378.58,113.25,43.02,43.95,286.62,12.95,172.39,-83.56,203.50,63.15,82.07,68.62,54.11
72.91,182.47,18.05,76.17,29.77,303.41,9.79,156.09,-37.84,218.01,54.62,58.83,53.62,43.65
0.26,131.87,52.65,73.28,71.50,278.81,20.73,122.79,69.95,138.92,64.12,71.10,100.04,37.35
7.99,175.08,49.35,61.81,53.56,347.20,9.25,145.01,-209.87,171.63,43.66,103.77,75.08,44.34
26.49,191.32,98.91,58.33,46.42,376.39,11.84,152.51,131.76,196.38,59.26,31.55,74.03,8.46
-6.67,148.65,42.70,39.74,85.07,270.51,18.97,124.72,55.64,170.95,52.89,114.80,82.41,31.61
-48.50,292.77,-28.06,86.05,28.68,356.89,21.63,143.33,-154.43,150.77,61.15,40.60,202.62,17.52
-22.39,235.84,61.52,56.58,25.89,277.61,9.50,191.89,-127.65,255.36,86.06,32.65,199.63,35.01
26.04,227.79,20.10,59.62,58.73,402.97,20.79,141.11,-187.66,325.24,43.66,22.57,79.68,58.67
23.66,208.56,6.49,23.49,114.54,286.99,14.82,172.42,-23.32,170.33,60.31,92.76,142.56,30.35
-10.06,489.97,25.18,45.21,46.44,473.68,22.86,192.19,-363.15,339.41,58.55,44.87,133.43,47.77
-7.50,218.75,63.12,77.95,41.27,267.03,10.76,163.87,88.56,232.64,58.05,89.48,81.90,59.53
6.64,152.15,55.12,70.45,61.78,419.80,10.89,134.06,13.47,229.85,56.66,52.57,34.31,39.46
30.93,193.38,261.19,42.06,49.09,303.45,13.00,192.35,184.33,167.34,55.79,33.57,52.60,60.28
21.48,167.58,68.00,120.09,33.51,228.34,6.24,190.16,-80.13,177.28,67.29,29.92,85.11,58.28
-15.62,153.24,-43.28,40.89,52.87,379.39,6.48,209.08,-62.45,211.27,83.62,67.56,113.43,84.71
20.94,171.03,-22.82,107.06,75.54,390.74,19.55,121.19,115.86,194.31,66.30,65.36,80.33,59.15
-14.78,206.37,140.24,40.39,20.71,270.76,10.33,125.66,114.66,158.12,57.94,89.67,121.64,32.54
-20.55,305.84,81.92,74.18,63.80,327.15,13.82,126.26,-136.75,155.48,71.31,69.69,162.20,51.26
62.26,235.02,69.58,70.24,41.22,385.02,11.42,124.17,-85.61,314.52,58.16,52.40,93.65,32.91
0.90,82.44,166.76,79.52,27.11,244.98,15.07,152.46,-171.85,195.03,69.44,51.73,108.65,46.62
56.95,243.39,48.39,78.59,67.23,275.34,13.78,142.22,101.03,183.62,63.25,58.92,91.83,50.64
33.68,131.32,62.10,32.34,39.60,333.57,13.69,137.90,-415.56,157.65,62.72,65.94,165.53,47.92
-6.05,216.49,30.97,53.57,52.49,227.40,7.16,188.89,-260.39,99.47,62.60,41.02,59.76,86.60
8.27,173.74,32.02,22.15,39.52,167.53,14.47,204.91,45.36,147.06,62.61,45.32,90.46,45.35
17.18,186.04,72.52,40.96,22.38,268.27,15.52,239.23,31.49,188.79,64.69,62.45,40.74,60.16
32.33,118.69,34.80,89.45,23.31,201.82,10.61,188.70,-124.58,220.30,58.89,60.22,137.80,17.94
-8.72,143.72,55.46,91.90,29.02,332.46,14.03,146.83,-208.58,242.60,89.18,58.70,-19.74,76.01
34.41,146.16,48.41,29.62,21.05,231.13,20.61,132.58,-61.22,224.56,78.28,19.68,134.42,92.37
45.09,82.44,40.40,74.71,103.34,245.06,12.98,133.44,-259.81,275.15,70.84,49.25,38.35,74.09
31.99,146.51,122.38,87.89,42.12,460.02,19.33,172.31,-115.39,272.34,61.95,62.74,92.22,58.69
-1.49,140.35,73.81,41.16,15.60,164.39,13.97,153.68,197.59,260.46,86.04,30.20,159.16,35.33
104.93,196.90,119.16,79.19,65.21,186.16,17.50,197.25,-198.48,262.58,43.66,40.71,33.73,54.32
-35.18,99.90,51.56,60.78,57.43,280.91,14.63,165.08,-295.32,120.57,66.14,37.80,90.78,55.85
11.79,191.27,55.63,76.34,55.77,318.41,24.00,136.81,-633.56,163.75,59.95,66.74,-12.74,26.78
